ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
222GPgdeTGjHcdbw6,-1981382485_5207476621553699.0,5207476621553700.0,1,1,1,0,0,Old,Age,Age,Young,Old,1.0,4,0,0,Desktop,1.0,0.0,ESP,0.0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222HoP93WuJgkceno,-1978548163_4623751576222472.0,4623751576222470.0,11,0,0,1,0,Rand,Random,Random,,,,3,2,1,Mobile,0.0,1.0,BRA,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
222HoP93WuJgkceno,-1978548163_4623751576222472.0,4623751576222470.0,11,1,0,0,1,Rand,Random,Random,,,,1,2,0,Mobile,0.0,0.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222LecKQTTt8Z2Zdn,200951175_9115261360413654.0,9115261360413650.0,6,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,1.0,0.0,DEU,1.0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
222LecKQTTt8Z2Zdn,200951175_9115261360413654.0,9115261360413650.0,6,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,5,0,1,Desktop,1.0,1.0,DEU,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
222MdxxSsk345LS6x,-243573564_2521040332590927.0,2521040332590930.0,12,1,0,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,1,Desktop,0.0,0.0,BRA,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
222MdxxSsk345LS6x,-243573564_2521040332590927.0,2521040332590930.0,12,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,0,Desktop,0.0,1.0,BRA,0.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
222QgBRgQhNqKAQs9,-2056404518_8160408824100820.0,8160408824100819.0,3,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Mobile,0.0,1.0,PRT,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
222QgBRgQhNqKAQs9,-2056404518_8160408824100820.0,8160408824100819.0,3,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,3,0,0,Mobile,0.0,0.0,PRT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
222QzjiMNk5HMyMKx,-1639604395_5131937648499882.0,5131937648499880.0,10,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,2,1,Desktop,1.0,0.0,HUN,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
222QzjiMNk5HMyMKx,-1639604395_5131937648499882.0,5131937648499880.0,10,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,1.0,1.0,HUN,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
222ShmqkQv3rGjJWB,-234633561_7933491505126380.0,7933491505126381.0,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,0.0,1.0,ESP,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
222ShmqkQv3rGjJWB,-234633561_7933491505126380.0,7933491505126381.0,1,1,0,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,ESP,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222W4HesT5xJErJXq,-1524901107_7387382678135673.0,7387382678135670.0,12,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Mobile,0.0,0.0,USA,1.0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
222W4HesT5xJErJXq,-1524901107_7387382678135673.0,7387382678135670.0,12,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Mobile,0.0,1.0,USA,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
222ZkfTJL7nPeeY6W,-1987245779_4345124104306714.0,4345124104306710.5,6,1,0,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,2,1,Desktop,0.0,1.0,USA,0.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
222ZkfTJL7nPeeY6W,-1987245779_4345124104306714.0,4345124104306710.5,6,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,0.0,0.0,USA,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
222bh6ceSDJvxhaak,329642844_496228042967179.0,496228042967179.0,4,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,1,Mobile,0.0,1.0,BRA,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222bh6ceSDJvxhaak,329642844_496228042967179.0,496228042967179.0,4,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,0.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
222cT7cNHuupkipSw,-251772964_8091154612910210.0,8091154612910210.0,13,1,1,0,0,Rand,Fitness,Random,,,,1,0,1,Desktop,0.0,0.0,SWE,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222cT7cNHuupkipSw,-251772964_8091154612910210.0,8091154612910210.0,13,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,SWE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222d3Gbx3RjfEBoGB,-648799534_670796162634275.0,670796162634275.0,12,0,0,1,0,Low,Social Status,Social Status,High,Low,0.0,3,0,1,Desktop,0.0,1.0,BRA,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222eXyoNew3yhozFZ,-2143395746_5897031988670582.0,5897031988670580.0,9,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,1.0,1.0,GBR,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
222eXyoNew3yhozFZ,-2143395746_5897031988670582.0,5897031988670580.0,9,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,3,0,0,Desktop,1.0,0.0,GBR,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
222equC8ZptNyb6Tg,-745963420_9590349094911780.0,9590349094911780.0,8,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,0,Desktop,0.0,1.0,ABW,0.0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
222equC8ZptNyb6Tg,-745963420_9590349094911780.0,9590349094911780.0,8,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,1,Desktop,0.0,0.0,ABW,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222fXTmjrmjJx8k4r,-1557594743_796056206714226.0,796056206714226.0,9,1,0,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,AUS,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222fXTmjrmjJx8k4r,-1557594743_796056206714226.0,796056206714226.0,9,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,0.0,1.0,AUS,1.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
222feB2SwrK38C5be,546506750_9988624123932244.0,9988624123932250.0,6,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,ITA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222feB2SwrK38C5be,546506750_9988624123932244.0,9988624123932250.0,6,1,1,0,0,Rand,Fitness,Random,,,,1,0,1,Desktop,0.0,0.0,ITA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222g6fjY7f2F9rQzv,803846034_6105316564232371.0,6105316564232370.0,2,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,1.0,0.0,USA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222g6fjY7f2F9rQzv,803846034_6105316564232371.0,6105316564232370.0,2,1,0,0,1,Fat,Fitness,Fitness,Fit,Fat,1.0,1,0,0,Desktop,1.0,1.0,USA,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222jdoBmJP2wSPqcf,563256744_8083725139693279.0,8083725139693280.0,1,0,1,0,1,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222jdoBmJP2wSPqcf,563256744_8083725139693279.0,8083725139693280.0,1,1,1,0,2,Rand,Fitness,Random,,,,1,0,1,Desktop,0.0,0.0,BRA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222mjn47a58up7gXS,483061548_9474871472190278.0,9474871472190280.0,6,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,1.0,1.0,JPN,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
222mjn47a58up7gXS,483061548_9474871472190278.0,9474871472190280.0,6,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,1.0,0.0,JPN,0.0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
222nc2xhAr7ontwmJ,1344209640_8314215630889135.0,8314215630889139.0,10,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Mobile,0.0,1.0,POL,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
222nc2xhAr7ontwmJ,1344209640_8314215630889135.0,8314215630889139.0,10,1,0,0,1,Female,Gender,Gender,Male,Female,1.0,2,0,0,Mobile,0.0,0.0,POL,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
222oBBzZjiS2XnwbW,442939257_7734776324559576.0,7734776324559581.0,7,1,1,0,0,Low,Social Status,Social Status,High,Low,1.0,2,0,0,Desktop,1.0,1.0,FRA,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222oBBzZjiS2XnwbW,442939257_7734776324559576.0,7734776324559581.0,7,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Desktop,1.0,0.0,FRA,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222qG9uAPzC3W6biX,1670532830_3387908901251266.0,3387908901251270.0,9,1,0,1,0,Young,Age,Age,Young,Old,0.0,3,0,1,Mobile,0.0,1.0,RUS,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222qG9uAPzC3W6biX,1670532830_3387908901251266.0,3387908901251270.0,9,0,0,0,0,Old,Age,Age,Young,Old,0.0,3,0,0,Mobile,0.0,0.0,RUS,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222vEd7mLxamAFpcB,-1588820210_9463528950530382.0,9463528950530380.0,7,1,1,0,1,Rand,Random,Random,,,,3,0,1,Desktop,0.0,1.0,USA,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
222vEd7mLxamAFpcB,-1588820210_9463528950530382.0,9463528950530380.0,7,0,1,0,2,Rand,Random,Random,,,,3,0,0,Desktop,0.0,0.0,USA,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
222wBcHAXk6HekLYd,-662808727_9558009616420568.0,9558009616420570.0,3,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,5,0,0,Mobile,0.0,1.0,CHL,1.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
222wBcHAXk6HekLYd,-662808727_9558009616420568.0,9558009616420570.0,3,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,5,0,1,Mobile,0.0,0.0,CHL,0.0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
222wmt9DgukzeSGsQ,-810140262_2326133805263097.0,2326133805263100.0,10,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,1.0,1.0,USA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
222wmt9DgukzeSGsQ,-810140262_2326133805263097.0,2326133805263100.0,10,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,1,Desktop,1.0,0.0,USA,0.0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
222xGwtjoMrk6RoAC,-698321175_7333222621772759.0,7333222621772760.0,5,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Desktop,0.0,1.0,BEL,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
222xGwtjoMrk6RoAC,-698321175_7333222621772759.0,7333222621772760.0,5,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,1,4,0,Desktop,0.0,0.0,BEL,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222yRu3tE3pazoJ9m,-960366372_3874839892891986.0,3874839892891990.5,8,1,0,1,0,Rand,Random,Random,,,,3,1,0,Desktop,0.0,1.0,BRA,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
222yRu3tE3pazoJ9m,-960366372_3874839892891986.0,3874839892891990.5,8,0,0,0,1,Rand,Random,Random,,,,2,1,1,Desktop,0.0,0.0,BRA,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222yWK2TLxaRHqDLp,867000841_4648117743411551.0,4648117743411550.0,9,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,0.0,CZE,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
222yWK2TLxaRHqDLp,867000841_4648117743411551.0,4648117743411550.0,9,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,1.0,1.0,CZE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2237D9fsENhYBXQrM,1534883849_5160403922718537.0,5160403922718540.0,13,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Desktop,1.0,0.0,NZL,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2237D9fsENhYBXQrM,1534883849_5160403922718537.0,5160403922718540.0,13,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,1.0,1.0,NZL,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2237fCror5ybSAAEp,1188245396_2899214972946423.0,2899214972946420.0,4,1,1,0,2,Rand,Random,Random,,,,2,1,0,Desktop,0.0,1.0,GBR,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2237fCror5ybSAAEp,1188245396_2899214972946423.0,2899214972946420.0,4,0,1,0,1,Rand,Random,Random,,,,3,1,1,Desktop,0.0,0.0,GBR,0.0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223BYifT53tQSv7Yg,-1594341876_1841400032020538.0,1841400032020540.0,10,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,0.0,USA,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
223BYifT53tQSv7Yg,-1594341876_1841400032020538.0,1841400032020540.0,10,1,1,0,1,Old,Age,Age,Young,Old,1.0,3,0,1,Desktop,1.0,1.0,USA,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223DM5kzeurLhyREo,-1449322199_7484134562350031.0,7484134562350030.0,2,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Desktop,1.0,0.0,GBR,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
223DM5kzeurLhyREo,-1449322199_7484134562350031.0,7484134562350030.0,2,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,2,0,0,Desktop,1.0,1.0,GBR,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
223DNaMt43rMRympn,-32446603_6959841322104117.0,6959841322104120.0,5,1,0,0,2,Female,Gender,Gender,Male,Female,1.0,4,0,0,Mobile,0.0,0.0,USA,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
223DNaMt43rMRympn,-32446603_6959841322104117.0,6959841322104120.0,5,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,4,0,1,Mobile,0.0,1.0,USA,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
223Ft2wHTr3vzyvtK,2007775256_9435757699885670.0,9435757699885670.0,3,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,1.0,1.0,USA,0.0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
223Ft2wHTr3vzyvtK,2007775256_9435757699885670.0,9435757699885670.0,3,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,5,0,1,Desktop,1.0,0.0,USA,1.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
223HNKDJ55NLtmmyR,2034232422_6969675633175908.0,6969675633175910.0,8,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,0.0,GBR,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
223HNKDJ55NLtmmyR,2034232422_6969675633175908.0,6969675633175910.0,8,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,1,Mobile,0.0,1.0,GBR,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
223Hc42NPQGMhYGF3,-798125409_149503239214373.0,149503239214373.0,5,1,0,0,0,Old,Age,Age,Young,Old,1.0,3,0,1,Desktop,0.0,1.0,DEU,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223Hc42NPQGMhYGF3,-798125409_149503239214373.0,149503239214373.0,5,0,0,1,0,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,0.0,0.0,DEU,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223NyiHebca8Jzctq,-2075772119_2409912616702641.0,2409912616702640.0,11,0,0,0,1,Rand,Random,Random,,,,2,2,1,Mobile,0.0,0.0,SGP,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223NyiHebca8Jzctq,-2075772119_2409912616702641.0,2409912616702640.0,11,1,0,1,0,Rand,Random,Random,,,,4,2,0,Mobile,0.0,1.0,SGP,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
223Pnsup4KwqKqYAk,-754547529_3099922730794795.0,3099922730794800.0,7,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,4,0,1,Desktop,1.0,1.0,UKR,0.0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
223PoACxrNQLmo5ty,-7487368_2363483742415159.0,2363483742415160.0,4,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,2,0,0,Desktop,1.0,0.0,VNM,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
223PoACxrNQLmo5ty,-7487368_2363483742415159.0,2363483742415160.0,4,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,2,0,1,Desktop,1.0,1.0,VNM,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
223QAz5n4ognKnDWz,-677336628_9492898848070954.0,9492898848070950.0,6,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,1.0,0.0,BRA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
223QAz5n4ognKnDWz,-677336628_9492898848070954.0,9492898848070950.0,6,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,1.0,1.0,BRA,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
223QmtNS6RfFw9yGc,-1605411518_8674705186848397.0,8674705186848400.0,13,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,1.0,USA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
223QmtNS6RfFw9yGc,-1605411518_8674705186848397.0,8674705186848400.0,13,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,1.0,0.0,USA,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
223Yk9542iJ2moRx6,-2076363024_9900479991124768.0,9900479991124770.0,10,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,PRT,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
223Yk9542iJ2moRx6,-2076363024_9900479991124768.0,9900479991124770.0,10,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,0.0,1.0,PRT,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
223ZN8PiARXgPFm2n,-869684176_3098277354349870.0,3098277354349870.0,12,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Desktop,1.0,1.0,BRA,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
223ZN8PiARXgPFm2n,-869684176_3098277354349870.0,3098277354349870.0,12,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,1.0,0.0,BRA,1.0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
223ZgPTiyW28KSpNR,187758065_4081503192428499.0,4081503192428500.0,2,1,0,0,2,High,Social Status,Social Status,High,Low,0.0,3,0,0,Mobile,0.0,1.0,FRA,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
